run_id,key,value,step,timestamp
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.690519094467163,29,1724369401930
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.1377644538879395,30,1724369404959
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.218348503112793,31,1724369407974
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.299654960632324,32,1724369410984
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.287729740142822,33,1724369414000
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.100861072540283,34,1724369417037
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.683638572692871,35,1724369418925
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9590065479278564,36,1724369421945
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.817754030227661,37,1724369424990
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.7760467529296875,38,1724369428038
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.478393077850342,39,1724369431077
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.288893222808838,40,1724369434118
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.040877342224121,41,1724369437160
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.699063777923584,42,1724369443422
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.804373025894165,43,1724369446443
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.409084796905518,44,1724369449469
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9733357429504395,45,1724369452489
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.905626058578491,46,1724369455514
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.05927848815918,47,1724369458518
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.367096424102783,48,1724369461558
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.506415367126465,49,1724369464582
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.167394161224365,50,1724369467606
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.868191242218018,51,1724369470643
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.772111177444458,52,1724369473664
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.180280685424805,53,1724369476670
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.463723182678223,54,1724369479687
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9714629650115967,55,1724369482702
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.4128217697143555,56,1724369485718
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.745746374130249,57,1724369488737
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.189551830291748,58,1724369491759
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.083501815795898,59,1724369493642
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.249026298522949,60,1724369496674
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.136316299438477,61,1724369499690
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.7694499492645264,62,1724369502710
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.330318450927734,63,1724369509323
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.018404960632324,64,1724369512353
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9065425395965576,65,1724369515364
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.393394947052002,66,1724369517293
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.0307416915893555,67,1724369520317
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.6771628856658936,68,1724369523337
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.143320560455322,69,1724369526357
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.025773048400879,70,1724369529369
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.106504440307617,71,1724369532409
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.3779144287109375,72,1724369535435
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.710015058517456,73,1724369538454
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.7850098609924316,74,1724369541497
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,5.0038580894470215,75,1724369544523
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.342306137084961,76,1724369547559
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.292092800140381,77,1724369550595
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.544564247131348,78,1724369553625
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.654381275177002,79,1724369556638
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.394413471221924,80,1724369559670
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.321991443634033,81,1724369562691
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.899907112121582,82,1724369565718
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.158039569854736,83,1724369568734
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.351263999938965,84,1724369575276
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.5016374588012695,85,1724369578309
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8496832847595215,86,1724369581311
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.546905517578125,87,1724369584333
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.028140068054199,88,1724369587359
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.442793369293213,89,1724369590393
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.293728828430176,90,1724369593458
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.195123195648193,91,1724369596494
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.927097797393799,92,1724369599510
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.192511081695557,93,1724369602545
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.228277206420898,94,1724369605571
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.212124347686768,95,1724369607528
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.153029918670654,96,1724369610573
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.867211818695068,97,1724369613608
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.188631534576416,98,1724369616625
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.070613384246826,99,1724369619649
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.768928050994873,100,1724369622666
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.978285312652588,101,1724369625684
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8888611793518066,102,1724369628735
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.222816467285156,103,1724369631760
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.929935932159424,104,1724369634799
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.47369909286499,105,1724369641292
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8161752223968506,106,1724369644297
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.6962647438049316,107,1724369647307
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.765016555786133,108,1724369650332
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.251055717468262,109,1724369653350
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.006377696990967,110,1724369656387
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.5598320960998535,111,1724369659412
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.325511932373047,112,1724369662451
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.3742876052856445,113,1724369664487
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.3086724281311035,114,1724369667527
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.90852689743042,115,1724369670557
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.103856086730957,116,1724369673583
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.238254547119141,117,1724369676605
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9820494651794434,118,1724369679638
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.950351238250732,119,1724369682664
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.315917015075684,120,1724369685687
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.975633144378662,121,1724369688722
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.351945400238037,122,1724369691746
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.6454195976257324,123,1724369694789
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.7973599433898926,124,1724369697806
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.968569278717041,125,1724369700849
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.021292686462402,126,1724369706770
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.961719274520874,127,1724369709788
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.4508795738220215,128,1724369712814
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.026442527770996,129,1724369715838
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.8848042488098145,130,1724369718864
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.113354682922363,131,1724369721883
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.1890740394592285,132,1724369724913
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.410679817199707,133,1724369727923
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8721847534179688,134,1724369730951
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9364020824432373,135,1724369733975
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.460600852966309,136,1724369736996
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.031705856323242,137,1724369740015
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8101017475128174,138,1724369743042
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8861751556396484,139,1724369746063
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.645712375640869,140,1724369749078
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.172430038452148,141,1724369752110
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9450697898864746,142,1724369755115
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.055945873260498,143,1724369758129
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.574319839477539,144,1724369761166
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.431947708129883,145,1724369762583
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.093266487121582,146,1724369765603
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.92416524887085,147,1724369771652
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.069607257843018,148,1724369774685
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.851396083831787,149,1724369777741
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.844660997390747,150,1724369780763
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.088590145111084,151,1724369783785
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.84652042388916,152,1724369786798
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.066168308258057,153,1724369789835
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.813025712966919,154,1724369792865
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9811952114105225,155,1724369795887
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.332231044769287,156,1724369798910
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.267458915710449,157,1724369801921
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.554457664489746,158,1724369803696
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.092811584472656,159,1724369806719
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.177857398986816,160,1724369809741
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.868605852127075,161,1724369812772
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.265560150146484,162,1724369815807
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.020169734954834,163,1724369818830
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.663960933685303,164,1724369821848
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.093183994293213,165,1724369824865
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.259408473968506,166,1724369827894
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.637157917022705,167,1724369830910
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.6221516132354736,168,1724369837289
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.121192932128906,169,1724369840310
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.17565393447876,170,1724369843331
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.048128604888916,171,1724369846347
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.977123260498047,172,1724369849371
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9449923038482666,173,1724369852394
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8845460414886475,174,1724369855431
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.172522068023682,175,1724369858453
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.042161464691162,176,1724369861482
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.092182636260986,177,1724369864505
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.596599102020264,178,1724369867532
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.951184034347534,179,1724369870573
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8221824169158936,180,1724369873584
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.3236823081970215,181,1724369876625
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9129905700683594,182,1724369879649
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8323988914489746,183,1724369882678
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.661166667938232,184,1724369885692
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.148820400238037,185,1724369888709
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.2472453117370605,186,1724369891735
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.082973480224609,187,1724369894762
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.134960651397705,188,1724369896238
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.458770275115967,189,1724369902779
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.0048089027404785,190,1724369905826
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.615274667739868,191,1724369908860
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.7824273109436035,192,1724369911896
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.996554851531982,193,1724369914924
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9704811573028564,194,1724369917942
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.1581268310546875,195,1724369920955
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.926304817199707,196,1724369923981
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.757214307785034,197,1724369927014
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9087512493133545,198,1724369930033
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8803212642669678,199,1724369933075
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.120961666107178,200,1724369936136
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9353220462799072,201,1724369939158
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.43067741394043,202,1724369941003
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.438668727874756,203,1724369944013
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.314000606536865,204,1724369947032
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.299880504608154,205,1724369950049
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.872511625289917,206,1724369953084
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.080540657043457,207,1724369956103
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.99712872505188,208,1724369959128
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.526874542236328,209,1724369962143
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.7505133152008057,210,1724369968053
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8919126987457275,211,1724369971077
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.142139911651611,212,1724369974105
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9771955013275146,213,1724369977134
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.0581374168396,214,1724369980141
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.331311225891113,215,1724369983168
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.6605095863342285,216,1724369986180
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.462441444396973,217,1724369989195
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.912036657333374,218,1724369992213
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.007204532623291,219,1724369995254
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.774332284927368,220,1724369998265
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.084089756011963,221,1724370001299
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.996537923812866,222,1724370004320
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.017696380615234,223,1724370007334
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.841677188873291,224,1724370010359
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9336936473846436,225,1724370013387
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.605297565460205,226,1724370015243
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.229084491729736,227,1724370018268
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9078290462493896,228,1724370021284
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.072650909423828,229,1724370024304
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.166517734527588,230,1724370027321
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.100162506103516,231,1724370033503
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.104691028594971,232,1724370036511
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.866966724395752,233,1724370039546
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8837122917175293,234,1724370042557
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.306875228881836,235,1724370045571
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.087264537811279,236,1724370048599
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.38408899307251,237,1724370051617
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.39523458480835,238,1724370054648
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.183935642242432,239,1724370057675
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.066283702850342,240,1724370060703
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.791100025177002,241,1724370063746
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.754899024963379,242,1724370066756
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8368582725524902,243,1724370069788
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.946160078048706,244,1724370072812
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9564731121063232,245,1724370075846
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.9641497135162354,246,1724370078871
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.6460726261138916,247,1724370081899
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,5.00989294052124,248,1724370084921
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.358651638031006,249,1724370087960
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,4.372673034667969,250,1724370089794
26871f1fe6944c54959c2c509381949a,metrics/train/loss/ar_lm_perplexity,3.8336374759674072,251,1724370092811
