model,checkpoint,prompt_name,split,n_generated,frac_terminated,frac_good,n_good,frac_correct,n_correct,avg_max_id,frac_70clusters,frac_90clusters,avg_plddt
text-proteinDT-swissprot,ba21000,rare_7,rare,225,0.7777777777777778,0.10222222222222223,23,0.0,0,0.3822091304347827,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_8,rare,225,0.9288888888888889,0.06666666666666667,15,0.0,0,0.37801819999999997,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_9,rare,225,0.9244444444444444,0.0,0,,0,,,,
text-proteinDT-swissprot,ba21000,rare_10,rare,225,0.8888888888888888,0.1111111111111111,25,0.0,0,0.48306904,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_11,rare,225,0.9911111111111112,0.057777777777777775,13,0.0,0,0.35420569230769233,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_12,rare,225,0.8622222222222222,0.31555555555555553,71,0.0,0,0.45969316901408447,0.9859154929577465,1.0,
text-proteinDT-swissprot,ba21000,rare_13,rare,225,0.8933333333333333,0.19555555555555557,44,0.0,0,0.4324818409090909,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_14,rare,225,0.72,0.044444444444444446,10,0.0,0,0.38024389999999997,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_15,rare,225,0.9022222222222223,0.0044444444444444444,1,0.0,0,0.291346,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_16,rare,225,0.8177777777777778,0.17333333333333334,39,0.05128205128205128,2,0.6793596666666666,0.5384615384615384,0.8717948717948718,0.42964744567871094
text-proteinDT-swissprot,ba21000,rare_17,rare,225,0.9111111111111111,0.013333333333333334,3,0.0,0,0.35644966666666666,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_18,rare,225,0.8844444444444445,0.057777777777777775,13,0.0,0,0.3955248461538462,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_19,rare,225,0.9822222222222222,0.5644444444444444,127,0.0,0,0.3493294803149605,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_20,rare,225,0.8444444444444444,0.04888888888888889,11,0.0,0,0.38267936363636357,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_21,rare,225,0.84,0.035555555555555556,8,0.0,0,0.649778625,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_22,rare,225,0.9244444444444444,0.10222222222222223,23,0.0,0,0.3554099565217391,1.0,1.0,
text-proteinDT-swissprot,ba21000,rare_23,rare,225,0.8444444444444444,0.09333333333333334,21,0.0,0,0.3708489047619047,1.0,1.0,
