Model,Split,window,value,step,Loss,Tokens,metrics/train/loss/ar_lm_perplexity,metric
ProGen2 XLarge,Heldout 90%,,3.123818635940552,8.0,1.1390561752155304,1296000000.0,,metrics/val90/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout 90%,,3.134953022003174,9.0,1.1426141889656456,1440000000.0,,metrics/val90/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout 90%,,3.131993770599365,10.0,1.14166978917363,1584000000.0,,metrics/val90/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.6342811584472656,0.0,0.9686103396318808,144000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.658463478088379,1.0,0.9777483160790555,288000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.661507606506348,2.0,0.9788927316038023,432000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.683465003967285,3.0,0.9871088713599516,576000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.6931886672973637,4.0,0.9907258697852015,720000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.70784330368042,5.0,0.9961524891514648,864000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.725114583969116,6.0,1.0025104763941446,1008000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.7359728813171387,7.0,1.0064870879118903,1152000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.745383977890014,8.0,1.0099209478345703,1296000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.75110387802124,9.0,1.0120022413245047,1440000000.0,,metrics/test/loss/ar_lm_perplexity
ProGen2 XLarge,Heldout ECs,,2.756176233291626,10.0,1.0138442964232623,1584000000.0,,metrics/test/loss/ar_lm_perplexity
